Date,cash_type,money,coffee_name,Time_fixed
7/25/2024,card,32.82,Cappuccino,0.00:21:00
7/25/2024,card,23.02,Cortado,0.00:06:01
7/25/2024,card,18.12,Espresso,0.00:06:50
7/25/2024,card,23.02,Cortado,0.00:38:51
7/25/2024,card,32.82,Cocoa,0.00:39:46
7/26/2024,card,32.82,Latte,0.00:33:01
7/26/2024,card,27.92,Americano with Milk,0.00:19:37
7/26/2024,card,18.12,Espresso,0.00:20:34
7/26/2024,card,23.02,Cortado,0.00:33:11
7/26/2024,card,23.02,Cortado,0.00:34:16
7/26/2024,card,32.82,Latte,0.00:59:07
7/26/2024,card,32.82,Latte,0.00:00:02
7/26/2024,card,27.92,Americano with Milk,0.00:47:13
7/26/2024,card,27.92,Americano with Milk,0.00:07:01
7/26/2024,card,32.82,Cappuccino,0.00:28:08
7/26/2024,card,32.82,Cappuccino,0.00:29:17
7/26/2024,card,32.82,Latte,0.00:09:56
7/26/2024,card,23.02,Americano,0.00:23:29
7/26/2024,card,32.82,Cappuccino,0.00:58:29
7/26/2024,card,32.82,Latte,0.00:15:09
7/26/2024,card,27.92,Americano with Milk,0.00:49:52
7/27/2024,card,32.82,Cappuccino,0.00:09:16
7/27/2024,card,27.92,Americano with Milk,0.00:55:31
7/27/2024,card,27.92,Americano with Milk,0.00:25:10
7/27/2024,card,18.12,Espresso,0.00:26:13
7/27/2024,card,27.92,Americano with Milk,0.00:33:23
7/27/2024,card,18.12,Espresso,0.00:28:41
7/27/2024,card,32.82,Latte,0.00:51:53
7/27/2024,card,32.82,Cappuccino,0.00:02:33
7/27/2024,card,32.82,Cappuccino,0.00:03:39
7/27/2024,card,27.92,Americano with Milk,0.00:09:00
7/27/2024,card,27.92,Americano with Milk,0.00:10:08
7/27/2024,card,32.82,Latte,0.00:55:20
7/27/2024,card,32.82,Cappuccino,0.00:56:23
7/28/2024,card,18.12,Espresso,0.00:07:25
7/28/2024,card,27.92,Americano with Milk,0.00:17:54
7/28/2024,card,32.82,Latte,0.00:18:52
7/29/2024,card,32.82,Latte,0.00:12:06
7/29/2024,card,23.02,Americano,0.00:04:48
7/29/2024,card,27.92,Americano with Milk,0.00:15:46
7/29/2024,card,23.02,Americano,0.00:19:44
7/29/2024,card,27.92,Americano with Milk,0.00:51:24
7/29/2024,card,32.82,Cappuccino,0.00:58:29
7/29/2024,card,32.82,Hot Chocolate,0.00:43:44
7/29/2024,card,32.82,Hot Chocolate,0.00:44:55
7/29/2024,card,32.82,Cappuccino,0.00:06:31
7/29/2024,card,23.02,Americano,0.00:30:16
7/29/2024,card,32.82,Cocoa,0.00:57:34
7/30/2024,card,27.92,Americano with Milk,0.00:41:10
7/30/2024,card,23.02,Cortado,0.00:05:07
7/30/2024,card,32.82,Cappuccino,0.00:20:51
7/30/2024,card,27.92,Americano with Milk,0.00:13:43
7/30/2024,card,23.02,Cortado,0.00:17:11
7/30/2024,card,27.92,Americano with Milk,0.00:19:34
7/30/2024,card,32.82,Latte,0.00:23:20
7/30/2024,card,23.02,Americano,0.00:12:07
7/30/2024,card,18.12,Espresso,0.00:13:16
7/30/2024,card,27.92,Americano with Milk,0.00:14:41
7/30/2024,card,27.92,Americano with Milk,0.00:16:01
7/30/2024,card,27.92,Americano with Milk,0.00:30:34
7/30/2024,card,27.92,Americano with Milk,0.00:31:40
7/30/2024,card,32.82,Latte,0.00:08:07
7/30/2024,card,27.92,Americano with Milk,0.00:16:09
7/30/2024,card,23.02,Cortado,0.00:08:52
7/30/2024,card,27.92,Americano with Milk,0.00:09:43
7/30/2024,card,18.12,Espresso,0.00:24:19
7/30/2024,card,27.92,Americano with Milk,0.00:53:51
7/30/2024,card,27.92,Americano with Milk,0.00:54:46
7/30/2024,card,27.92,Americano with Milk,0.00:57:02
7/30/2024,card,32.82,Latte,0.00:33:19
7/30/2024,card,23.02,Americano,0.00:15:21
7/30/2024,card,32.82,Cappuccino,0.00:16:19
7/31/2024,card,27.92,Americano with Milk,0.00:59:52
7/31/2024,card,27.92,Americano with Milk,0.00:37:41
7/31/2024,card,27.92,Americano with Milk,0.00:38:38
7/31/2024,card,23.02,Americano,0.00:54:45
7/31/2024,card,23.02,Americano,0.00:55:45
7/31/2024,card,27.92,Americano with Milk,0.00:58:15
7/31/2024,card,32.82,Cocoa,0.00:11:42
7/31/2024,card,32.82,Latte,0.00:14:00
7/31/2024,card,27.92,Americano with Milk,0.00:24:49
7/31/2024,card,23.02,Cortado,0.00:48:06
7/31/2024,card,32.82,Latte,0.00:04:15
7/31/2024,card,23.02,Cortado,0.00:22:38
7/31/2024,card,32.82,Latte,0.00:28:45
7/31/2024,card,32.82,Cocoa,0.00:46:42
7/31/2024,card,23.02,Cortado,0.00:50:07
7/31/2024,card,32.82,Latte,0.00:51:10
7/31/2024,card,32.82,Cappuccino,0.00:52:14
7/31/2024,card,23.02,Cortado,0.00:53:35
7/31/2024,card,27.92,Americano with Milk,0.00:59:25
7/31/2024,card,32.82,Latte,0.00:26:26
7/31/2024,card,32.82,Latte,0.00:54:11
7/31/2024,card,32.82,Latte,0.00:55:16
8/1/2024,card,27.92,Americano with Milk,0.00:31:00
8/1/2024,card,27.92,Americano with Milk,0.00:25:20
8/1/2024,card,27.92,Americano with Milk,0.00:04:14
8/1/2024,card,27.92,Americano with Milk,0.00:22:46
8/1/2024,card,23.02,Cortado,0.00:22:46
8/1/2024,card,32.82,Cappuccino,0.00:23:37
8/1/2024,card,32.82,Cappuccino,0.00:49:07
8/1/2024,card,27.92,Americano with Milk,0.00:43:43
8/1/2024,card,27.92,Americano with Milk,0.00:24:00
8/1/2024,card,23.02,Americano,0.00:26:07
8/1/2024,card,23.02,Americano,0.00:23:35
8/1/2024,card,32.82,Cappuccino,0.00:41:28
8/2/2024,card,27.92,Americano with Milk,0.00:01:54
8/2/2024,card,27.92,Americano with Milk,0.00:35:02
8/2/2024,card,23.02,Cortado,0.00:09:19
8/2/2024,card,27.92,Americano with Milk,0.00:08:35
8/2/2024,card,32.82,Latte,0.00:23:04
8/3/2024,card,27.92,Americano with Milk,0.00:53:46
8/3/2024,card,27.92,Americano with Milk,0.00:37:19
8/3/2024,card,27.92,Americano with Milk,0.00:38:41
8/3/2024,card,27.92,Americano with Milk,0.00:12:25
8/3/2024,card,23.02,Cortado,0.00:20:26
8/3/2024,card,23.02,Cortado,0.00:21:22
8/3/2024,card,18.12,Espresso,0.00:56:36
8/3/2024,card,27.92,Americano with Milk,0.00:57:31
8/3/2024,card,27.92,Americano with Milk,0.00:03:35
8/3/2024,card,27.92,Americano with Milk,0.00:53:59
8/3/2024,card,32.82,Cappuccino,0.00:38:42
8/3/2024,card,32.82,Latte,0.00:30:49
8/3/2024,card,32.82,Latte,0.00:33:06
8/4/2024,card,32.82,Cappuccino,0.00:18:37
8/4/2024,card,27.92,Americano with Milk,0.00:37:51
8/4/2024,card,32.82,Cappuccino,0.00:50:54
8/4/2024,card,27.92,Americano with Milk,0.00:52:33
8/4/2024,card,32.82,Cappuccino,0.00:33:52
8/4/2024,card,32.82,Cappuccino,0.00:35:05
8/5/2024,card,23.02,Cortado,0.00:50:05
8/5/2024,card,27.92,Americano with Milk,0.00:19:19
8/5/2024,card,23.02,Cortado,0.00:20:47
8/5/2024,card,32.82,Cappuccino,0.00:45:22
8/5/2024,card,32.82,Latte,0.00:05:57
8/5/2024,card,32.82,Latte,0.00:07:18
8/5/2024,card,32.82,Latte,0.00:44:24
8/5/2024,card,27.92,Americano with Milk,0.00:45:32
8/5/2024,card,32.82,Latte,0.00:20:02
8/5/2024,card,32.82,Latte,0.00:34:51
8/5/2024,card,32.82,Cocoa,0.00:49:30
8/5/2024,card,32.82,Cocoa,0.00:50:21
8/5/2024,card,27.92,Americano with Milk,0.00:43:48
8/6/2024,card,23.02,Cortado,0.00:21:03
8/6/2024,card,32.82,Hot Chocolate,0.00:32:32
8/6/2024,card,32.82,Cappuccino,0.00:40:49
8/6/2024,card,32.82,Latte,0.00:42:52
8/6/2024,card,32.82,Cocoa,0.00:44:05
8/6/2024,card,32.82,Latte,0.00:04:04
8/6/2024,card,27.92,Americano with Milk,0.00:05:23
8/6/2024,card,32.82,Latte,0.00:04:27
8/7/2024,card,27.92,Americano with Milk,0.00:55:48
8/7/2024,card,23.02,Americano,0.00:12:26
8/7/2024,card,23.02,Americano,0.00:13:40
8/7/2024,card,18.12,Espresso,0.00:11:16
8/7/2024,card,23.02,Americano,0.00:19:01
8/7/2024,card,32.82,Latte,0.00:36:22
8/7/2024,card,32.82,Cocoa,0.00:40:09
8/7/2024,card,32.82,Cappuccino,0.00:18:12
8/7/2024,card,32.82,Latte,0.00:28:56
8/7/2024,card,32.82,Latte,0.00:32:16
8/8/2024,card,18.12,Espresso,0.00:46:36
8/8/2024,card,23.02,Cortado,0.00:47:28
8/8/2024,card,27.92,Americano with Milk,0.00:27:05
8/8/2024,card,23.02,Cortado,0.00:43:19
8/8/2024,card,23.02,Cortado,0.00:44:15
8/8/2024,card,32.82,Cappuccino,0.00:57:53
8/8/2024,card,32.82,Cappuccino,0.00:17:51
8/8/2024,card,27.92,Americano with Milk,0.00:25:59
8/9/2024,card,32.82,Latte,0.00:35:22
8/9/2024,card,23.02,Americano,0.00:53:34
8/9/2024,card,23.02,Cortado,0.00:13:07
8/9/2024,card,27.92,Americano with Milk,0.00:26:47
8/9/2024,card,32.82,Latte,0.00:28:08
8/9/2024,card,23.02,Americano,0.00:29:48
8/9/2024,card,23.02,Americano,0.00:56:27
8/9/2024,card,32.82,Hot Chocolate,0.00:03:06
8/10/2024,card,32.82,Cappuccino,0.00:36:44
8/10/2024,card,27.92,Americano with Milk,0.00:37:57
8/10/2024,card,23.02,Cortado,0.00:45:09
8/10/2024,card,23.02,Cortado,0.00:52:33
8/10/2024,card,23.02,Americano,0.00:54:23
8/10/2024,card,32.82,Latte,0.00:15:10
8/10/2024,card,27.92,Americano with Milk,0.00:33:12
8/10/2024,card,32.82,Latte,0.00:06:12
8/10/2024,card,32.82,Cocoa,0.00:16:48
8/10/2024,card,32.82,Cocoa,0.00:17:41
8/10/2024,card,32.82,Cocoa,0.00:37:41
8/11/2024,card,32.82,Latte,0.00:52:36
8/11/2024,card,32.82,Latte,0.00:53:43
8/11/2024,card,27.92,Americano with Milk,0.00:17:23
8/11/2024,card,32.82,Cappuccino,0.00:56:41
8/11/2024,card,27.92,Americano with Milk,0.00:57:41
8/11/2024,card,23.02,Cortado,0.00:20:19
8/11/2024,card,32.82,Latte,0.00:53:51
8/11/2024,card,27.92,Americano with Milk,0.00:55:14
8/11/2024,card,32.82,Cocoa,0.00:56:27
8/11/2024,card,32.82,Cappuccino,0.00:27:35
8/11/2024,card,18.12,Espresso,0.00:28:38
8/11/2024,card,23.02,Cortado,0.00:30:32
8/11/2024,card,32.82,Latte,0.00:41:09
8/11/2024,card,32.82,Latte,0.00:43:10
8/11/2024,card,32.82,Cappuccino,0.00:39:29
8/12/2024,card,32.82,Hot Chocolate,0.00:26:19
8/12/2024,card,27.92,Americano with Milk,0.00:15:04
8/12/2024,card,23.02,Americano,0.00:19:29
8/12/2024,card,32.82,Latte,0.00:20:23
8/12/2024,card,32.82,Latte,0.00:44:28
8/12/2024,card,18.12,Espresso,0.00:04:03
8/12/2024,card,27.92,Americano with Milk,0.00:05:06
8/12/2024,card,27.92,Americano with Milk,0.00:33:33
8/12/2024,card,27.92,Americano with Milk,0.00:05:04
8/12/2024,card,27.92,Americano with Milk,0.00:25:49
8/12/2024,card,32.82,Latte,0.00:37:38
8/12/2024,card,32.82,Cappuccino,0.00:58:20
8/12/2024,card,32.82,Cappuccino,0.00:59:18
8/13/2024,card,27.92,Americano with Milk,0.00:44:30
8/13/2024,card,27.92,Americano with Milk,0.00:14:21
8/13/2024,card,27.92,Americano with Milk,0.00:45:56
8/13/2024,card,23.02,Cortado,0.00:42:08
8/13/2024,card,32.82,Latte,0.00:59:47
8/13/2024,card,27.92,Americano with Milk,0.00:01:41
8/13/2024,card,32.82,Latte,0.00:45:39
8/13/2024,card,32.82,Cappuccino,0.00:47:56
8/13/2024,card,27.92,Americano with Milk,0.00:55:29
8/13/2024,card,32.82,Latte,0.00:29:34
8/13/2024,card,32.82,Cocoa,0.00:30:37
8/13/2024,card,32.82,Cappuccino,0.00:44:23
8/13/2024,card,23.02,Cortado,0.00:00:44
8/14/2024,card,32.82,Latte,0.00:35:48
8/14/2024,card,32.82,Cappuccino,0.00:36:55
8/14/2024,card,23.02,Cortado,0.00:09:29
8/14/2024,card,18.12,Espresso,0.00:39:07
8/14/2024,card,23.02,Americano,0.00:49:17
8/14/2024,card,23.02,Americano,0.00:51:04
8/14/2024,card,32.82,Latte,0.00:21:27
8/14/2024,card,23.02,Americano,0.00:24:22
8/14/2024,card,23.02,Cortado,0.00:10:03
8/14/2024,card,27.92,Americano with Milk,0.00:59:18
8/14/2024,card,32.82,Latte,0.00:34:51
8/14/2024,card,23.02,Cortado,0.00:35:48
8/14/2024,card,32.82,Latte,0.00:41:33
8/15/2024,card,23.02,Cortado,0.00:36:11
8/15/2024,card,32.82,Cappuccino,0.00:37:02
8/15/2024,card,32.82,Hot Chocolate,0.00:38:04
8/15/2024,card,32.82,Latte,0.00:38:49
8/15/2024,card,32.82,Latte,0.00:38:37
8/15/2024,card,32.82,Latte,0.00:48:13
8/15/2024,card,23.02,Americano,0.00:17:48
8/15/2024,card,18.12,Espresso,0.00:18:50
8/15/2024,card,27.92,Americano with Milk,0.00:53:52
8/15/2024,card,32.82,Hot Chocolate,0.00:10:58
8/15/2024,card,27.92,Americano with Milk,0.00:11:54
8/15/2024,card,27.92,Americano with Milk,0.00:41:30
8/15/2024,card,23.02,Americano,0.00:42:38
8/15/2024,card,32.82,Cappuccino,0.00:40:41
8/15/2024,card,18.12,Espresso,0.00:35:20
8/15/2024,card,27.92,Americano with Milk,0.00:36:11
8/16/2024,card,32.82,Latte,0.00:29:16
8/16/2024,card,23.02,Americano,0.00:54:17
8/16/2024,card,27.92,Americano with Milk,0.00:36:12
8/16/2024,card,18.12,Espresso,0.00:18:51
8/16/2024,card,18.12,Espresso,0.00:19:39
8/17/2024,card,27.92,Americano with Milk,0.00:16:53
8/17/2024,card,32.82,Cappuccino,0.00:18:09
8/17/2024,card,27.92,Americano with Milk,0.00:53:41
8/17/2024,card,23.02,Cortado,0.00:58:41
8/17/2024,card,23.02,Cortado,0.00:59:28
8/17/2024,card,27.92,Americano with Milk,0.00:18:40
8/17/2024,card,23.02,Cortado,0.00:31:54
8/17/2024,card,32.82,Latte,0.00:33:49
8/17/2024,card,32.82,Cappuccino,0.00:48:58
8/17/2024,card,27.92,Americano with Milk,0.00:18:56
8/17/2024,card,32.82,Latte,0.00:42:39
8/18/2024,card,32.82,Cappuccino,0.00:09:42
8/18/2024,card,32.82,Cappuccino,0.00:32:05
8/18/2024,card,23.02,Cortado,0.00:41:06
8/18/2024,card,27.92,Americano with Milk,0.00:56:01
8/18/2024,card,32.82,Cappuccino,0.00:31:40
8/18/2024,card,27.92,Americano with Milk,0.00:30:21
8/18/2024,card,27.92,Americano with Milk,0.00:24:10
8/18/2024,card,27.92,Americano with Milk,0.00:26:03
8/18/2024,card,23.02,Americano,0.00:27:17
8/18/2024,card,23.02,Americano,0.00:28:13
8/19/2024,card,27.92,Americano with Milk,0.00:09:49
8/19/2024,card,27.92,Americano with Milk,0.00:10:51
8/19/2024,card,32.82,Latte,0.00:21:12
8/19/2024,card,32.82,Cocoa,0.00:31:57
8/20/2024,card,23.02,Cortado,0.00:27:16
8/20/2024,card,32.82,Latte,0.00:29:14
8/20/2024,card,18.12,Espresso,0.00:49:47
8/20/2024,card,23.02,Cortado,0.00:50:36
8/20/2024,card,27.92,Americano with Milk,0.00:14:54
8/20/2024,card,23.02,Americano,0.00:09:55
8/20/2024,card,23.02,Americano,0.00:11:39
8/20/2024,card,23.02,Americano,0.00:12:31
8/20/2024,card,32.82,Latte,0.00:42:20
8/20/2024,card,32.82,Latte,0.00:42:40
8/20/2024,card,32.82,Latte,0.00:44:14
8/20/2024,card,32.82,Latte,0.00:45:12
8/20/2024,card,32.82,Latte,0.00:46:04
8/21/2024,card,27.92,Americano with Milk,0.00:59:13
8/21/2024,card,23.02,Cortado,0.00:40:27
8/21/2024,card,23.02,Americano,0.00:13:32
8/21/2024,card,27.92,Americano with Milk,0.00:38:44
8/21/2024,card,23.02,Cortado,0.00:51:41
8/21/2024,card,32.82,Latte,0.00:17:10
8/21/2024,card,32.82,Latte,0.00:42:03
8/22/2024,card,23.02,Cortado,0.00:22:26
8/22/2024,card,27.92,Americano with Milk,0.00:09:23
8/22/2024,card,27.92,Americano with Milk,0.00:47:59
8/22/2024,card,32.82,Latte,0.00:16:12
8/22/2024,card,32.82,Latte,0.00:26:58
8/22/2024,card,32.82,Cappuccino,0.00:07:07
8/22/2024,card,23.02,Americano,0.00:27:27
8/23/2024,card,32.82,Latte,0.00:43:16
8/23/2024,card,23.02,Cortado,0.00:21:48
8/23/2024,card,32.82,Latte,0.00:22:56
8/23/2024,card,23.02,Americano,0.00:33:38
8/23/2024,card,23.02,Americano,0.00:34:35
8/23/2024,card,27.92,Americano with Milk,0.00:14:52
8/23/2024,card,32.82,Cocoa,0.00:10:58
8/23/2024,card,23.02,Americano,0.00:11:55
8/23/2024,card,23.02,Cortado,0.00:39:12
8/23/2024,card,32.82,Hot Chocolate,0.00:12:59
8/23/2024,card,23.02,Americano,0.00:24:54
8/23/2024,card,23.02,Americano,0.00:28:52
8/23/2024,card,32.82,Latte,0.00:48:02
8/24/2024,card,23.02,Cortado,0.00:13:42
8/24/2024,card,23.02,Cortado,0.00:14:47
8/24/2024,card,23.02,Cortado,0.00:44:11
8/24/2024,card,18.12,Espresso,0.00:18:09
8/24/2024,card,18.12,Espresso,0.00:18:52
8/24/2024,card,23.02,Americano,0.00:19:49
8/25/2024,card,23.02,Cortado,0.00:14:37
8/25/2024,card,23.02,Americano,0.00:26:27
8/25/2024,card,23.02,Americano,0.00:27:36
8/25/2024,card,32.82,Cappuccino,0.00:24:22
8/25/2024,card,32.82,Cappuccino,0.00:41:42
8/25/2024,card,32.82,Latte,0.00:53:02
8/26/2024,card,23.02,Cortado,0.00:11:47
8/26/2024,card,23.02,Americano,0.00:16:09
8/26/2024,card,23.02,Americano,0.00:17:23
8/26/2024,card,27.92,Americano with Milk,0.00:21:36
8/26/2024,card,32.82,Latte,0.00:37:44
8/26/2024,card,32.82,Cappuccino,0.00:38:49
8/26/2024,card,23.02,Americano,0.00:45:13
8/26/2024,card,23.02,Americano,0.00:46:23
8/26/2024,card,27.92,Americano with Milk,0.00:53:27
8/26/2024,card,32.82,Latte,0.00:54:31
8/26/2024,card,27.92,Americano with Milk,0.00:55:39
8/27/2024,card,32.82,Latte,0.00:04:04
8/28/2024,card,27.92,Americano with Milk,0.00:08:18
8/28/2024,card,32.82,Cappuccino,0.00:10:04
8/28/2024,card,23.02,Americano,0.00:35:06
8/28/2024,card,27.92,Americano with Milk,0.00:48:35
8/29/2024,card,23.02,Americano,0.00:29:30
8/30/2024,card,32.82,Latte,0.00:13:30
8/30/2024,card,27.92,Americano with Milk,0.00:14:32
8/30/2024,card,27.92,Americano with Milk,0.00:15:35
8/31/2024,card,23.02,Cortado,0.00:08:32
8/31/2024,card,27.92,Americano with Milk,0.00:02:08
8/31/2024,card,18.12,Espresso,0.00:22:26
8/31/2024,card,27.92,Americano with Milk,0.00:29:54
8/31/2024,card,23.02,Cortado,0.00:33:39
8/31/2024,card,23.02,Cortado,0.00:34:32
9/1/2024,card,23.02,Cortado,0.00:34:15
9/1/2024,card,32.82,Cappuccino,0.00:11:24
9/1/2024,card,27.92,Americano with Milk,0.00:30:08
9/1/2024,card,23.02,Americano,0.00:32:22
9/1/2024,card,27.92,Americano with Milk,0.00:50:17
9/1/2024,card,32.82,Latte,0.00:57:33
9/1/2024,card,27.92,Americano with Milk,0.00:44:04
9/1/2024,card,32.82,Latte,0.00:20:46
9/1/2024,card,32.82,Latte,0.00:23:13
9/1/2024,card,32.82,Latte,0.00:24:49
9/2/2024,card,32.82,Latte,0.00:24:39
9/2/2024,card,27.92,Americano with Milk,0.00:50:17
9/2/2024,card,32.82,Latte,0.00:51:33
9/2/2024,card,27.92,Americano with Milk,0.00:58:47
9/2/2024,card,32.82,Cappuccino,0.00:09:43
9/2/2024,card,32.82,Cocoa,0.00:11:17
9/2/2024,card,23.02,Americano,0.00:52:32
9/2/2024,card,23.02,Americano,0.00:53:29
9/3/2024,card,32.82,Cocoa,0.00:22:15
9/3/2024,card,32.82,Cappuccino,0.00:28:12
9/3/2024,card,32.82,Latte,0.00:41:11
9/3/2024,card,27.92,Americano with Milk,0.00:03:12
9/3/2024,card,32.82,Cappuccino,0.00:04:11
9/3/2024,card,32.82,Cocoa,0.00:12:48
9/3/2024,card,32.82,Cocoa,0.00:13:33
9/3/2024,card,27.92,Americano with Milk,0.00:17:02
9/3/2024,card,27.92,Americano with Milk,0.00:20:17
9/3/2024,card,32.82,Latte,0.00:37:52
9/3/2024,card,32.82,Cocoa,0.00:38:56
9/3/2024,card,23.02,Cortado,0.00:56:53
9/3/2024,card,27.92,Americano with Milk,0.00:14:51
9/3/2024,card,27.92,Americano with Milk,0.00:16:17
9/3/2024,card,27.92,Americano with Milk,0.00:48:34
9/3/2024,card,32.82,Latte,0.00:11:12
9/3/2024,card,27.92,Americano with Milk,0.00:17:13
9/4/2024,card,27.92,Americano with Milk,0.00:11:21
9/4/2024,card,32.82,Latte,0.00:33:36
9/4/2024,card,23.02,Americano,0.00:48:03
9/4/2024,card,27.92,Americano with Milk,0.00:55:34
9/4/2024,card,32.82,Latte,0.00:53:31
9/4/2024,card,32.82,Latte,0.00:03:50
9/4/2024,card,27.92,Americano with Milk,0.00:05:16
9/4/2024,card,32.82,Cappuccino,0.00:03:46
9/4/2024,card,27.92,Americano with Milk,0.00:41:42
9/4/2024,card,32.82,Latte,0.00:19:35
9/5/2024,card,27.92,Americano with Milk,0.00:31:17
9/5/2024,card,27.92,Americano with Milk,0.00:28:56
9/5/2024,card,23.02,Americano,0.00:06:30
9/5/2024,card,32.82,Latte,0.00:00:27
9/5/2024,card,32.82,Latte,0.00:25:12
9/5/2024,card,23.02,Americano,0.00:38:50
9/5/2024,card,27.92,Americano with Milk,0.00:39:59
9/5/2024,card,32.82,Cappuccino,0.00:04:28
9/5/2024,card,32.82,Cappuccino,0.00:05:31
9/5/2024,card,32.82,Cappuccino,0.00:30:15
9/5/2024,card,23.02,Americano,0.00:54:24
9/5/2024,card,32.82,Cappuccino,0.00:55:31
9/5/2024,card,27.92,Americano with Milk,0.00:26:28
9/5/2024,card,27.92,Americano with Milk,0.00:27:30
9/6/2024,card,32.82,Cappuccino,0.00:25:33
9/6/2024,card,32.82,Latte,0.00:34:46
9/6/2024,card,23.02,Americano,0.00:54:41
9/6/2024,card,18.12,Espresso,0.00:50:39
9/6/2024,card,32.82,Latte,0.00:51:52
9/6/2024,card,32.82,Hot Chocolate,0.00:30:06
9/6/2024,card,18.12,Espresso,0.00:23:25
9/6/2024,card,18.12,Espresso,0.00:24:29
9/6/2024,card,32.82,Latte,0.00:00:12
9/6/2024,card,32.82,Latte,0.00:09:31
9/7/2024,card,32.82,Latte,0.00:48:57
9/7/2024,card,23.02,Cortado,0.00:52:03
9/7/2024,card,23.02,Cortado,0.00:53:03
9/7/2024,card,23.02,Cortado,0.00:54:41
9/7/2024,card,27.92,Americano with Milk,0.00:57:47
9/7/2024,card,27.92,Americano with Milk,0.00:59:02
9/7/2024,card,23.02,Cortado,0.00:00:19
9/7/2024,card,23.02,Americano,0.00:22:44
9/7/2024,card,18.12,Espresso,0.00:37:52
9/7/2024,card,18.12,Espresso,0.00:40:12
9/7/2024,card,32.82,Latte,0.00:53:32
9/7/2024,card,27.92,Americano with Milk,0.00:18:56
9/7/2024,card,23.02,Americano,0.00:20:00
9/7/2024,card,18.12,Espresso,0.00:20:57
9/7/2024,card,32.82,Latte,0.00:55:08
9/7/2024,card,23.02,Americano,0.00:20:01
9/7/2024,card,18.12,Espresso,0.00:20:59
9/7/2024,card,32.82,Cocoa,0.00:35:04
9/7/2024,card,32.82,Latte,0.00:36:05
9/7/2024,card,32.82,Latte,0.00:37:15
9/7/2024,card,32.82,Latte,0.00:13:51
9/7/2024,card,32.82,Latte,0.00:14:59
9/8/2024,card,23.02,Cortado,0.00:15:40
9/8/2024,card,23.02,Cortado,0.00:18:17
9/8/2024,card,23.02,Cortado,0.00:19:12
9/8/2024,card,23.02,Cortado,0.00:05:56
9/8/2024,card,23.02,Cortado,0.00:43:28
9/8/2024,card,23.02,Americano,0.00:13:32
9/9/2024,card,32.82,Latte,0.00:51:13
9/9/2024,card,32.82,Cappuccino,0.00:53:51
9/9/2024,card,27.92,Americano with Milk,0.00:55:21
9/9/2024,card,32.82,Latte,0.00:56:37
9/9/2024,card,32.82,Latte,0.00:49:50
9/9/2024,card,32.82,Hot Chocolate,0.00:50:51
9/9/2024,card,32.82,Latte,0.00:59:10
9/9/2024,card,27.92,Americano with Milk,0.00:11:36
9/9/2024,card,27.92,Americano with Milk,0.00:12:50
9/9/2024,card,32.82,Latte,0.00:29:49
9/9/2024,card,18.12,Espresso,0.00:06:59
9/9/2024,card,32.82,Latte,0.00:12:13
9/9/2024,card,23.02,Americano,0.00:13:24
9/9/2024,card,32.82,Latte,0.00:24:10
9/9/2024,card,32.82,Latte,0.00:13:46
9/9/2024,card,32.82,Cappuccino,0.00:07:36
9/9/2024,card,32.82,Latte,0.00:13:43
9/10/2024,card,32.82,Hot Chocolate,0.00:12:02
9/10/2024,card,32.82,Cappuccino,0.00:32:46
9/10/2024,card,23.02,Cortado,0.00:21:54
9/10/2024,card,23.02,Cortado,0.00:23:05
9/10/2024,card,32.82,Cappuccino,0.00:43:41
9/10/2024,card,27.92,Americano with Milk,0.00:45:22
9/10/2024,card,32.82,Latte,0.00:02:43
9/10/2024,card,32.82,Latte,0.00:03:53
9/10/2024,card,27.92,Americano with Milk,0.00:29:34
9/10/2024,card,23.02,Americano,0.00:30:27
9/11/2024,card,32.82,Latte,0.00:47:22
9/11/2024,card,27.92,Americano with Milk,0.00:28:46
9/11/2024,card,32.82,Latte,0.00:52:09
9/11/2024,card,32.82,Cappuccino,0.00:53:12
9/11/2024,card,27.92,Americano with Milk,0.00:13:14
9/11/2024,card,32.82,Latte,0.00:14:18
9/11/2024,card,32.82,Latte,0.00:15:19
9/11/2024,card,23.02,Cortado,0.00:01:34
9/12/2024,card,18.12,Espresso,0.00:57:25
9/12/2024,card,27.92,Americano with Milk,0.00:58:19
9/12/2024,card,27.92,Americano with Milk,0.00:27:36
9/12/2024,card,32.82,Cappuccino,0.00:08:22
9/12/2024,card,23.02,Cortado,0.00:31:07
9/12/2024,card,23.02,Cortado,0.00:32:23
9/12/2024,card,23.02,Cortado,0.00:37:20
9/12/2024,card,23.02,Cortado,0.00:38:09
9/12/2024,card,32.82,Latte,0.00:01:25
9/12/2024,card,23.02,Americano,0.00:09:10
9/12/2024,card,32.82,Cappuccino,0.00:10:21
9/12/2024,card,23.02,Cortado,0.00:13:16
9/13/2024,card,32.82,Latte,0.00:56:53
9/13/2024,card,32.82,Latte,0.00:41:03
9/13/2024,card,32.82,Latte,0.00:54:15
9/13/2024,card,32.82,Latte,0.00:51:19
9/13/2024,card,27.92,Americano with Milk,0.00:38:18
9/13/2024,card,27.92,Americano with Milk,0.00:50:53
9/14/2024,card,32.82,Cappuccino,0.00:29:19
9/14/2024,card,32.82,Cappuccino,0.00:30:16
9/15/2024,card,18.12,Espresso,0.00:42:40
9/15/2024,card,27.92,Americano with Milk,0.00:49:38
9/15/2024,card,23.02,Americano,0.00:49:37
